dyadid,location,sideb,gtd_gname,gname_match,coder,type,sidea,gwnoa,startyear,startyear2,finalyear,source,notes,crosswalk,notmissing,conflictid,sideb_gtd_additional,notes_sideb_gtd_id,mar_notes,vpfcomments913,rfm_notes,actorissue
724,Lebanon,Amal,Front for the Liberation of Lebanon from Foreigners,8,Miles,4,Government of Lebanon,660,1983,1983,1984,TOPS,"Gname FLLF was a shadowy right-wing group that according to TOPS was affiliated with Lebanese Christian Phalange Party.  Primarily targeted Syrian, Palestinian targets",0,NA,,,,,,,
724,Lebanon,Amal,Guerrillas,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Hizballah,10,Miles,4,Government of Lebanon,660,1983,1983,1984,D2013,"DyadID 643: SideB is Hezbollah, in ConflictID 251 with Israel.",0,NA,,,,,,,
724,Lebanon,Amal,Khomeynites,-98,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Lebanese National Resistance Front,11,Miles,4,Government of Lebanon,660,1983,1983,1984,TOPS,"Gname ""Lebanese National Resistance Front"" also known as LNRF and later the LNSF, reportedly a wing of the Lebanese Communist Party. LNRF had support from ADP, LARF, and various Palestinian factions including the, PFLP, and DFLP. Carried out attacks primarily against Israeli and SLA targets between 1982-1985. Coded as 11 since primary focus was resistance to Israel, not the Lebanese gov't.",0,NA,,,,,,,
724,Lebanon,Amal,Lebanese Resistance Group,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Lebanese and Palestinian Resistance Fighters,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Martyrs of Saad Sayel,-99,Miles,4,Government of Lebanon,660,1983,1983,1984,TRAC,http://www.trackingterrorism.org/group/martyrs-saad-sayel,0,NA,,,,,,,
724,Lebanon,Amal,Muslim Militants,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Palestine Liberation Organization (PLO),10,Miles,4,Government of Lebanon,660,1983,1983,1984,D2013,"DyadID 781: SIdeB is PLO, in ConflictID 37 with Israel.",0,NA,,,,,,,
724,Lebanon,Amal,Palestinian-nationalist Lebanese joint movement,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Palestinians,12,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Popular Front for the Liberation of Palestine (PFLP),10,Miles,4,Government of Lebanon,660,1983,1983,1984,D2013,"DyadID 419: SideB is PFLP, in ConflictID 37 with Israel.  Palestinian organisations that joined the LNM included the PFLP and the DFLP",0,NA,,,,,,,
724,Lebanon,Amal,Revolutionary Organization of Socialist Moslems,11,Miles,4,Government of Lebanon,660,1983,1983,1984,TOPS,"This is an alias for gname ""Abu Nidal Organization,"" which is a splinter group from the PLO. Had operational bases in Lebanon, but not part of the same conflict. As a Palestinian organization, it may have aligned with NUF and LNM, but would likely have been opposed to Lebanese Forces",0,NA,,,,,,,
724,Lebanon,Amal,September 17 Organization,-99,Miles,4,Government of Lebanon,660,1983,1983,1984,TRAC,http://www.trackingterrorism.org/group/september-17-organization,0,NA,,,,,,,
724,Lebanon,Amal,Sharp Sword Organization,-99,Miles,4,Government of Lebanon,660,1983,1983,1984,TRAC,http://www.trackingterrorism.org/group/sharp-sword-organization,0,NA,,,,,,,
724,Lebanon,Amal,Shiite Muslims,5,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Sons of the South,8,Miles,4,Government of Lebanon,660,1983,1983,1984,TOPS,Refers to a pro-Israel Christian militia in Southern Lebanon; as such it would have likely opposed LNM and Amal,0,NA,,,,,,,
724,Lebanon,Amal,Unknown,13,Miles,4,Government of Lebanon,660,1983,1983,1984,,,0,NA,,,,,,,
724,Lebanon,Amal,Yazbik Revolutionary Organization,-99,Miles,4,Government of Lebanon,660,1983,1983,1984,TRAC,http://www.trackingterrorism.org/group/yazbik-revolutionary-organization,0,NA,,,,,,,
724,Lebanon,Amal,pro-iranian terrorists,5,Miles,4,Government of Lebanon,660,1983,1983,1984,TOPS,Amal received financial backing from Iran,0,NA,,,,,,,
725,Lebanon,NUF,Abu Nidal Organization (ANO),11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Gname ""Abu Nidal Organization"" is a splinter group from the PLO. Had operational bases in Lebanon, but not part of the same conflict. As a Palestinian organization, it may have aligned with NUF and LNM, but would likely have been opposed to Lebanese Forces",0,NA,,,,,,,
725,Lebanon,NUF,Amal,10,Miles,3,Government of Lebanon,660,1985,1985,1986,UCDP - Lebanon,"DyadID 724:SideB is Amal, one of the two main Shia militias in Lebanon in late 1980s. Fought Hezbollah to establish dominance, but lost  members and foreign sponsors to Hezbollah. Amal was initially opposed to LNM/PLO factions, but later allied with LNM - together they formed NUF. http://books.google.com/books?id=LTOSSlJInjEC&pg=PT122&lpg=PT122&dq=amal+and+lnm&source=bl&ots=2PfYlhx67i&sig=3X8qdQ4ziyJH1P1TPouJmdRwLLw&hl=en&sa=X&ei=WYCDU7C3OqLJsQTTnoK4Aw&ved=0CDsQ6AEwAw#v=onepage&q=amal%20and%20lnm&f=false",0,NA,,,,,,,
725,Lebanon,NUF,Arab Commando Cells,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,Inactive group  that kidnapped an American in 1986; reportedly sponsored by Libya,0,NA,,,,,,,
725,Lebanon,NUF,Arab Revolutionary Cells,11,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,Group that claimed responsibility for bombing of TWA Flight 840 in 1986; believed to have a connection to the Palestinian Abu Nidal Organization. http://www.trackingterrorism.org/group/arab-revolutionary-cells-lebanongreece,0,NA,,,,,,,
725,Lebanon,NUF,Arab Socialist Baath Party,3,Miles,3,Government of Lebanon,660,1985,1985,1986,UCDP - Lebanon,"The Arab Socialist Baath Party was one of the initial groups that joined together to form LNM, which later allied with Amal to form NUF. According to UCDP, main groups within LNM included the Druze PSP, the Independent Nasserite Organisation (Mourabitoun), the SSNP and the LCP.  Palestinian organisations that joined the LNM included the PFLP and the DFLP. The PLO  was not a member but allied with the LNM periodically. http://en.wikipedia.org/wiki/Arab_Socialist_Ba'ath_Party_in_the_Lebanon_Region",0,NA,,,,,,,
725,Lebanon,NUF,Arab Struggle,-98,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Armenian Secret Army for the Liberation of Armenia,11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Gname ""Armenian Secret Army for the Liberation of Armenia"" also known as ASALA operated out of Armenia and Lebanon but does not appear involved in the Lebanon conflict. Shared members with Orly Organization.",0,NA,,,,,,,
725,Lebanon,NUF,Black Brigade,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Gname ""Black Brigade"" is, according to TOPS, an anti-Libyan terrorist group that was closely aligned to Amal. However, both TOPS and TRAC cite ""Christian Anti-Moslem Organization"" as an alias for the group, suggesting it would not have been affiliated with Amal, a Muslim group. http://www.trackingterrorism.org/group/black-brigade",0,NA,,,,,,,
725,Lebanon,NUF,Black Panther Group (Palestinian),11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"The Black Panther Group was an al-Fatah affiliate; as such, it may have allied with NUF but was involved in a separate conflict",0,NA,,,,,,,
725,Lebanon,NUF,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA),-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,Shia Muslim group closely affiliated with Hezbollah; committed several attacks against French targets in the 1980s,0,NA,,,,,,,
725,Lebanon,NUF,Gunmen,13,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Hizballah,10,Miles,3,Government of Lebanon,660,1985,1985,1986,D2013,"DyadID 643: SideB is Hezbollah, in ConflictID 251 with Israel.",0,NA,,,,,,,
725,Lebanon,NUF,Independent Nasserite Movement,3,Miles,3,Government of Lebanon,660,1985,1985,1986,UCDP - Lebanon,"Alias for the al-Murabitoun group; a predominantly Muslim pro-Nasser, pan-Arab nationalist group that opposed Maronite factions in Lebanon. The INM was a Sunnia, Shia, and Druze group, one of the several groups that joined together to form LNM, which later allied with Amal to form NUF. According to UCDP, main groups within LNM included the Druze PSP, the Independent Nasserite Organisation (Mourabitoun), the SSNP and the LCP.  Palestinian organisations that joined the LNM included the PFLP and the DFLP. The PLO  was not a member but allied with the LNM periodically. http://en.wikipedia.org/wiki/Al-Mourabitoun; http://www.country-data.com/cgi-bin/query/r-8042.html",0,NA,,,,,,,
725,Lebanon,NUF,Islamic Liberation Organization,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,Muslim group based in Egypt that reportedly kidnapped Soviet advisors in retaliation for Syrian participation in fighting in Northern Lebanon.,0,NA,,,,,,,
725,Lebanon,NUF,Islamic Unification Movement,-97,Miles,3,Government of Lebanon,660,1985,1985,1986,Other,"A Lebanese Sunni Muslim movement, also known as Al-Tawhid. Reportedly clashed with the ADP, the LCP, SSNP, and Syrian and Alawite elements. Engaged in fighting in Tripoli and in Southern Lebanon against the Israelis and the SLA. As a Muslim group, may have been affiliated with the NUF but unlikely to have been affiliated with the Lebanese Forces, which were primarily Christian. http://www.trackingterrorism.org/group/islamic-unification-movement-ium",0,NA,,,,,,,
725,Lebanon,NUF,Khalid ibn Walid,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/khalid-ibn-walid-lebanon,0,NA,,,,,,,
725,Lebanon,NUF,Lebanese Armed Revolutionary Faction (LARF),8,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Also goes by acronym FARL. Reportedly grew out of PFLP-SOG, with aims to establish Marxist-Leninist state in Lebanon. Allied with LNRF and primarily focused on attacking foreign interveners/supporters of the Lebanese gov't, including US, French, and Israeli targets.",0,NA,,,,,,,
725,Lebanon,NUF,Lebanese Liberation Front,11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Primarily opposed to Syrian occupation; most attacks against Syrian targets. Coded as 11 since primary focus was resistance to Syria, not the Lebanese gov't.",0,NA,,,,,,,
725,Lebanon,NUF,Lebanese National Resistance Front,11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,"Gname ""Lebanese National Resistance Front"" also known as LNRF and later the LNSF, reportedly a wing of the Lebanese Communist Party. LNRF had support from ADP, LARF, and various Palestinian factions including the, PFLP, and DFLP. Carried out attacks primarily against Israeli and SLA targets between 1982-1985. Coded as 11 since primary focus was resistance to Israel, not the Lebanese gov't.",0,NA,,,,,,,
725,Lebanon,NUF,Manuel Rodriguez Patriotic Front (FPMR),11,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,An armed wing of the Chilean Communist Party,0,NA,,,,,,,
725,Lebanon,NUF,Moslem opponents of Gemayel,5,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Muslim Militants,5,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,National Revolutionary Command (Umar al-Mukhtar),8,Miles,3,Government of Lebanon,660,1985,1985,1986,TOPS,Group that claimed responsibility for attacks on British and American targets in Lebanon during the 1980s,0,NA,,,,,,,
725,Lebanon,NUF,Palestine Liberation Organization (PLO),10,Miles,3,Government of Lebanon,660,1985,1985,1986,D2013,"DyadID 781: SIdeB is PLO, in ConflictID 37 with Israel.",0,NA,,,,,,,
725,Lebanon,NUF,Palestinian Forces,5,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Palestinian/Lebanese nationalists,5,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Palestinians,5,Miles,3,Government of Lebanon,660,1985,1985,1986,UCDP - Lebanon,"Palestinian fighters joined LNM, which later joined with Amal to form the NUF.Thus this descriptor applies. Palestinian organizations including PFLP, DFLP, and occasionally PLO, joined or aligned with LNM on various occasions.  However, specific organizations are coded as 6 as these were primarily alliances of convenience and the Palestinian groups did not have a stated incompatibility with Lebanon (per UCDP).",0,NA,,,,,,,
725,Lebanon,NUF,Poverty Brigade,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/poverty-brigade,0,NA,,,,,,,
725,Lebanon,NUF,Relatives of terrorist,13,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Revolutionary Christians of the Cedars,8,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,"Group that claimed responsibility for car bombings in Tripoli; as a Christian group, this would not have been aligned with NUF, but might have been aligned with Lebanese Forces. http://www.trackingterrorism.org/group/revolutionary-christians-cedars",0,NA,,,,,,,
725,Lebanon,NUF,Revolutionary Liberation Cells,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/revolutionary-liberation-cells-against-syrian-imperialism,0,NA,,,,,,,
725,Lebanon,NUF,Salah al-Din Squad,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/salah-al-din-squad,0,NA,,,,,,,
725,Lebanon,NUF,Shiite Muslims,5,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Supreme Islamic Council,-97,Miles,3,Government of Lebanon,660,1985,1985,1986,Other,"Group established under the French Mandate to represent all Lebanese Muslim interests, but was primarily Sunni-controlled. http://bridgingcultures.neh.gov/muslimjourneys/items/show/228; http://www.ghazi.de/muslims.html",0,NA,,,,,,,
725,Lebanon,NUF,Syrian Social Nationalist Party,3,Miles,3,Government of Lebanon,660,1985,1985,1986,UCDP - Lebanon,"Syrian Social Nationalist Party was one of the groups that joined together to form LNM, which later allied with Amal to form NUF. According to UCDP, main groups within LNM included the Druze PSP, the Independent Nasserite Organisation (Mourabitoun), the SSNP and the LCP.  Palestinian organisations that joined the LNM included the PFLP and the DFLP. The PLO  was not a member but allied with the LNM periodically. http://en.wikipedia.org/wiki/Arab_Socialist_Ba'ath_Party_in_the_Lebanon_Region",0,NA,,,,,,,
725,Lebanon,NUF,Unknown,13,Miles,3,Government of Lebanon,660,1985,1985,1986,,,0,NA,,,,,,,
725,Lebanon,NUF,Vengence Party,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,Other,Little known group that claimed responsibility for abducting and murdering a Dutch priest in Lebanon in 1985. http://www.nytimes.com/1985/04/02/world/abducted-dutch-priest-slain-in-lebanon.html,0,NA,,,,,,,
725,Lebanon,NUF,Youths of Ali Movement,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/youths-ali-movement-lebanon,0,NA,,,,,,,
725,Lebanon,NUF,al-Marabitun Revolutionary Committee,-99,Miles,3,Government of Lebanon,660,1985,1985,1986,TRAC,http://www.trackingterrorism.org/group/al-marabitun-revolutionary-committee,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Amal,10,Miles,3,Government of Lebanon,660,1986,1986,1986,UCDP - Lebanon,"DyadID 724:SideB is Amal, one of the two main Shia militias in Lebanon in late 1980s. Fought Hezbollah to establish dominance, but lost  members and foreign sponsors to Hezbollah. Amal was initially opposed to LNM/PLO factions, but later allied with LNM - together they formed NUF. http://books.google.com/books?id=LTOSSlJInjEC&pg=PT122&lpg=PT122&dq=amal+and+lnm&source=bl&ots=2PfYlhx67i&sig=3X8qdQ4ziyJH1P1TPouJmdRwLLw&hl=en&sa=X&ei=WYCDU7C3OqLJsQTTnoK4Aw&ved=0CDsQ6AEwAw#v=onepage&q=amal%20and%20lnm&f=false",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Arab Commando Cells,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,Inactive group  that kidnapped an American in 1986; reportedly sponsored by Libya,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Arab Revolutionary Cells,11,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,Group that claimed responsibility for bombing of TWA Flight 840 in 1986; believed to have a connection to the Palestinian Abu Nidal Organization. http://www.trackingterrorism.org/group/arab-revolutionary-cells-lebanongreece,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Arab Struggle,-98,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Armenian Secret Army for the Liberation of Armenia,11,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,"Gname ""Armenian Secret Army for the Liberation of Armenia"" also known as ASALA operated out of Armenia and Lebanon but does not appear involved in the Lebanon conflict. Shared members with Orly Organization.",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Black Panther Group (Palestinian),11,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,"The Black Panther Group was an al-Fatah affiliate; as such, it may have allied with NUF but was involved in a separate conflict",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA),8,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,Shia Muslim group closely affiliated with Hezbollah; committed several attacks against French targets in the 1980s,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Gunmen,13,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Hizballah,10,Miles,3,Government of Lebanon,660,1986,1986,1986,D2013,"DyadID 643: SideB is Hezbollah, in ConflictID 251 with Israel.",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Independent Nasserite Movement,8,Miles,3,Government of Lebanon,660,1986,1986,1986,UCDP - Lebanon,"Alias for the al-Murabitoun group; a predominantly Muslim pro-Nasser, pan-Arab nationalist group that opposed Maronite factions in Lebanon. The INM was a Sunnia, Shia, and Druze group, one of the several groups that joined together to form LNM, which later allied with Amal to form NUF. According to UCDP, main groups within LNM included the Druze PSP, the Independent Nasserite Organisation (Mourabitoun), the SSNP and the LCP.  Palestinian organisations that joined the LNM included the PFLP and the DFLP. The PLO  was not a member but allied with the LNM periodically. http://en.wikipedia.org/wiki/Al-Mourabitoun; http://www.country-data.com/cgi-bin/query/r-8042.html",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Islamic Liberation Organization,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,Muslim group based in Egypt that reportedly kidnapped Soviet advisors in retaliation for Syrian participation in fighting in Northern Lebanon.,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Lebanese Liberation Front,11,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,"Primarily opposed to Syrian occupation; most attacks against Syrian targets. Coded as 11 since primary focus was resistance to Syria, not the Lebanese gov't.",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Moslem opponents of Gemayel,12,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Muslim Militants,12,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,National Revolutionary Command (Umar al-Mukhtar),8,Miles,3,Government of Lebanon,660,1986,1986,1986,TOPS,Group that claimed responsibility for attacks on British and American targets in Lebanon during the 1980s,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Palestine Liberation Organization (PLO),10,Miles,3,Government of Lebanon,660,1986,1986,1986,D2013,"DyadID 781: SIdeB is PLO, in ConflictID 37 with Israel.",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Palestinian Forces,12,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Palestinians,12,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Poverty Brigade,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,http://www.trackingterrorism.org/group/poverty-brigade,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Revolutionary Liberation Cells,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,http://www.trackingterrorism.org/group/revolutionary-liberation-cells-against-syrian-imperialism,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Salah al-Din Squad,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,http://www.trackingterrorism.org/group/salah-al-din-squad,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Supreme Islamic Council,8,Miles,3,Government of Lebanon,660,1986,1986,1986,Other,"Group established under the French Mandate to represent all Lebanese Muslim interests, but was primarily Sunni-controlled. http://bridgingcultures.neh.gov/muslimjourneys/items/show/228; http://www.ghazi.de/muslims.html",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Syrian Social Nationalist Party,8,Miles,3,Government of Lebanon,660,1986,1986,1986,UCDP - Lebanon,"Syrian Social Nationalist Party was one of the groups that joined together to form LNM, which later allied with Amal to form NUF. According to UCDP, main groups within LNM included the Druze PSP, the Independent Nasserite Organisation (Mourabitoun), the SSNP and the LCP.  Palestinian organisations that joined the LNM included the PFLP and the DFLP. The PLO  was not a member but allied with the LNM periodically. http://en.wikipedia.org/wiki/Arab_Socialist_Ba'ath_Party_in_the_Lebanon_Region",0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Unknown,13,Miles,3,Government of Lebanon,660,1986,1986,1986,,,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,Youths of Ali Movement,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,http://www.trackingterrorism.org/group/youths-ali-movement-lebanon,0,NA,,,,,,,
726,Lebanon,Lebanese Forces - Hobeika faction,al-Marabitun Revolutionary Committee,-99,Miles,3,Government of Lebanon,660,1986,1986,1986,TRAC,http://www.trackingterrorism.org/group/al-marabitun-revolutionary-committee,0,NA,,,,,,,
727,Afghanistan,PDPA,,-77,,3,Government of Afghanistan,700,NA,NA,NA,,,0,NA,,,,,,,
731,Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,Afghan Mujahideen,5,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
731,Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,Afghan Rebels,5,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
731,,Harakat-i Inqilab-i Islami-yi Afghanistan,Harakat-i-Inqilahi-i-Islami,0,,NA,Afghanistan,NA,1980,1980,1988,,,1,1,137,,,,,,0
731,Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,Hizb-I-Islami,10,Miles,4,Government of Afghanistan,700,1980,1980,1988,D2013,DyadID 412: SideB is Hizb-I Islam-yi Afghanistan,0,NA,,,,,,,
731,Afghanistan,Harakat-i Inqilab-i Islami-yi Afghanistan,Unknown,13,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
732,Afghanistan,Mahaz-i Milli-yi Islami-yi Afghanistan,Afghan Mujahideen,5,Miles,4,Government of Afghanistan,700,1980,1980,1989,,,0,NA,,,,,,,
732,Afghanistan,Mahaz-i Milli-yi Islami-yi Afghanistan,Afghan Rebels,5,Miles,4,Government of Afghanistan,700,1980,1980,1989,,,0,NA,,,,,,,
732,Afghanistan,Mahaz-i Milli-yi Islami-yi Afghanistan,Hizb-I-Islami,10,Miles,4,Government of Afghanistan,700,1980,1980,1989,D2013,DyadID 412: SideB is Hizb-I Islam-yi Afghanistan,0,NA,,,,,,,
732,,Mahaz-i Milli-yi Islami-yi Afghanistan,Mahaz-e-Milli Islami Afghanistan,0,,NA,Afghanistan,NA,1980,1980,1989,,,1,1,137,,,,,,0
732,Afghanistan,Mahaz-i Milli-yi Islami-yi Afghanistan,Unknown,13,Miles,4,Government of Afghanistan,700,1980,1980,1989,,,0,NA,,,,,,,
733,Afghanistan,Jabha-yi Nijat-i Milli-yi Afghanistan,Afghan Mujahideen,5,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
733,Afghanistan,Jabha-yi Nijat-i Milli-yi Afghanistan,Afghan Rebels,5,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
733,Afghanistan,Jabha-yi Nijat-i Milli-yi Afghanistan,Hizb-I-Islami,10,Miles,4,Government of Afghanistan,700,1980,1980,1988,D2013,DyadID 412: SideB is Hizb-I Islam-yi Afghanistan,0,NA,,,,,,,
733,Afghanistan,Jabha-yi Nijat-i Milli-yi Afghanistan,Unknown,13,Miles,4,Government of Afghanistan,700,1980,1980,1988,,,0,NA,,,,,,,
734,Laos,Pathet Lao,,-77,,4,Government of Laos,812,NA,NA,NA,,,0,NA,,,,,,,
735,Afghanistan,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,Afghan Mujahideen,5,Miles,4,Government of Afghanistan,700,1981,1981,1988,,,0,NA,,,,,,,
735,Afghanistan,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,Afghan Rebels,5,Miles,4,Government of Afghanistan,700,1981,1981,1988,,,0,NA,,,,,,,
735,Afghanistan,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,Hizb-I-Islami,10,Miles,4,Government of Afghanistan,700,1981,1981,1988,D2013,DyadID 412: SideB is Hizb-I Islam-yi Afghanistan,0,NA,,,,,,,
735,,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,Ittehad-i-Islami,0,,NA,Afghanistan,NA,1981,1981,1988,,,1,1,137,,,MR,,,0
735,Afghanistan,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,Unknown,13,Miles,4,Government of Afghanistan,700,1981,1981,1988,,,0,NA,,,,,,,
736,Laos,Neutralists,,-77,radwan,4,Government of Laos,812,NA,NA,NA,,,0,NA,,,,,,,
737,Afghanistan,Harakat-i Islami-yi Afghanistan,Unknown,13,Miles,4,Government of Afghanistan,700,1984,1984,1984,,,0,NA,,,,,,,
738,,"NA",Popular Movement for the Liberation of Angola,0,,NA,"NA",NA,NA,NA,NA,,,1,0,"NA",,,,,,-12
742,Myanmar (Burma),NSH,,-77,radwan,3,Government of Myanmar (Burma),775,NA,NA,NA,,,0,NA,,,,,,,
743,Myanmar (Burma),SSIA,,-77,radwan,3,Government of Myanmar (Burma),775,NA,NA,NA,,,0,NA,,,,,,,
744,Myanmar (Burma),SNUF,,-77,radwan,3,Government of Myanmar (Burma),775,NA,NA,NA,,,0,NA,,,,,,,
745,Mauritania,POLISARIO,Polisario Front,0,HB,3,Government of Mauritania,435,1975,1975,1978,,,0,NA,,,,,,,
746,Myanmar (Burma),SSA,Shan Insurgents,5,Rubin,3,Government of Myanmar (Burma),775,1964,1964,1973,,,0,NA,,,,,,,
746,,SSA,Shan State Army,0,,NA,Myanmar (Burma),NA,1964,1964,1973,,,1,1,67,,The only attacks attributed to SSA in GTD are in years after the last year of conflict recorded in UCDP,,investigate,,-8
747,Myanmar (Burma),SURA,Karen Insurgents,12,Rubin,3,Government of Myanmar (Burma),775,1969,1969,1983,,,0,NA,,,,,,,
747,Myanmar (Burma),SURA,Karen National Union,10,Rubin,3,Government of Myanmar (Burma),775,1969,1969,1983,ucdp,Dyad 306,0,NA,,,,,,,
